"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"58","From the metallic pantsuit to the must-buy dance-floor shoes, these are the party pieces to own now #THEEDIT ",FALSE,18,NA,2017-12-02 11:15:02,TRUE,NA,"936916612879224832",NA,"<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","NETAPORTER",3,FALSE,FALSE,NA,NA
"59","Featuring the beautiful and brilliant @ImaanHammam, @PORTERmagazines Winter Escape issue is out now  ",FALSE,6,NA,2017-12-02 09:31:15,TRUE,NA,"936890495531237376",NA,"<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","NETAPORTER",2,FALSE,FALSE,NA,NA
"60","@tiffymich We're sorry for the delay. Please DM us your details and your order number and we will look into this for you.",FALSE,0,"tiffymich",2017-12-02 08:27:29,FALSE,"936845139099639808","936874447918657536","43833109","<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","NETAPORTER",0,FALSE,FALSE,NA,NA
"61","It wouldn't be party season without a dusting of sparkles. Here's how to get glitter right #THEEDIT ",FALSE,23,NA,2017-12-01 23:03:01,TRUE,NA,"936732395256057856",NA,"<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","NETAPORTER",9,FALSE,FALSE,NA,NA
"62",".@JenMeyerJewelrys delicate and timeless designs are perfect for wearing as everyday signatures  ",FALSE,11,NA,2017-12-01 21:53:01,TRUE,NA,"936714780500471808",NA,"<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","NETAPORTER",1,FALSE,FALSE,NA,NA
"63","Treat someone special to @Mauli_Rituals Beautiful Day Blissful Night Kit. Featuring the brands best-selling produ ",FALSE,17,NA,2017-12-01 20:33:01,TRUE,NA,"936694646545305600",NA,"<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","NETAPORTER",1,FALSE,FALSE,NA,NA
"64","Add an element of individuality to your look by wearing your initials. We love @ellery_lands alphabetical earrings ",FALSE,20,NA,2017-12-01 18:56:02,TRUE,NA,"936670239265361922",NA,"<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","NETAPORTER",2,FALSE,FALSE,NA,NA
"65","Their TV shows are challenging the norm of how women are represented on the small screen, but what do our 5 cover s ",FALSE,17,NA,2017-12-01 17:18:45,TRUE,NA,"936645757398077441",NA,"<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","NETAPORTER",3,FALSE,FALSE,NA,NA
"66","See Golden Globe-winning @MGyllenhaal + 4 of the best stars of the small screen in our annual Women in TV issue ",FALSE,27,NA,2017-12-01 17:12:01,TRUE,NA,"936644065726287873",NA,"<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","NETAPORTER",6,FALSE,FALSE,NA,NA
"67","Spotted on Olivia Palermo and Sienna Miller, @hshandbagss timeless designs are perfect for any occasion  shop now ",FALSE,12,NA,2017-12-01 15:01:01,TRUE,NA,"936611096164782080",NA,"<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","NETAPORTER",4,FALSE,FALSE,NA,NA
